review	tagging
Simple and easy to use	1
"sim tento compra e voces simplesmente na hora de pagar atraves do cartão, voce ignoram e não dao sequencia na compra, muito obrigado pela atenção, bons negocios."	0
SIM card will not work in phone 	0
"Sim card reader doesn't work. The returns ir refund process was good. They originally paid for an unlock code for my phone, because sim cards were not being accepted. Then, they refunded an unlock code I paid for, but as it turns out, the sim cards are not even being detected by the phone. 160+ dollars thrown away."	0
SIM card not working 	0
SIM card doesnt stay in... pops right out... worthless!!	0
siemans al21[unlocked]                    the phone does not work in our area we are in a remote area.but ourother cell phones work reasonably wellWe wanted a simple no frill phone.we had to buy another sims card to make it work at all but not in our remote area.would not reccomend this phone to anyone.	0
Shuts off randomly. Is a crappy phone that does not operate well at all	0
Shut phone off and will not restart	0
Showed up way earlier than expected in amazing condition and have been happy since I turned it on...best phone out there and I got one hahaha	1
should have posted there is a duty tax 	1
"Shop website : www. uionshop.com     Payment Method  : Accepted: Bank Transfer and Verified Paypal (With Confirmed Address)     Sale :  New  HD Tvs , Laptops &amp; Notebooks , Mobile Phones &amp; Iphone 3GS - Iphone 4 ,Digital Camera &amp; Camcorder ,   Home Audio , MP3/MP4 Player , Video Game PS3 Console , GPS Receiver and so on .     Most Popular Product : New Apple Iphone 4 unlocked 32GB Black or White -  Factory unlocked  - Only : $540.00 USD     All the products brand new in the original box with sales literature .    100% High Quality + 100% Brand New + 100% Warranty + 100% Quick Shipping + 100% Secure !     Please log on our website.                 Shop site  :  www. uionshop.com       Delivery : You may expect to receive your item in about 3 to 5 Days time for UPS or Fedex Delivery.      Refunds &amp; Returns : 15 Days return Policies . Refund will be given if the item is not the same as pictures and descriptions, money will be fully refund.     Contact Us:     Email :  Online-help@uionshop. com    MSN : UionShop@hotmail. com    Buy wholesale products at wholesale price from wholesale market uionshop.com direct !     Looking forward to hearing from you soon .     Regards"	1
shit refurbished	0
Shipping was very fast and seller was very accommodating 	1
Shipping was quick. Product was great. Didn&apos;t have any problems with seller. Would recommend to anyone	1
Shipping was quick. I had no problem getting it all set up with Verizon and transferring the information from my old phone.	1
Shipping was fast but product was defective. product had a screen problem that was never reported by seller.	0
Shipping was fast and free but if I could give this phone less than 1 star I would it's slower than molasses in the winter time the Bluetooth constantly disconnects and screen had a crack in it when I received it. 	0
Shipping was extremely fast and the phone cosmetically was even better than described. Haven't used the phone yet but so far everything has been super smooth. Couldn't be happier. 	1
"Shipping took way to long, than when i got the phone it had way more wear on it than decribed, and i bought the phone bcause it was supposed to be fully flashed to cricket and it wasnt, i had to pay to have it flashed. so i spent way over my limit and i am highly upset over it. seller doesnt take returns and now i see why. bcause there not even what he says they are. i wouldnt buy from them anymore."	0
shipping stones instead of iphone Is fake is stone  Fake   	0
"Shipped within hours after I paid, phone has minimal ware and works great! Thanks buddy."	1
Shipped promptly arrived as expected and advertised	1
Shipped out the phone right away received it in a few days. 	1
"Shipped fast, good price, exactly what I need in screen protector. "	1
Shipped fast! Great item! Good communication!	1
Shipped fast and have had no problems with this phone. Thank you!	1
Shipped broken and then the seller said send it back for a refund but won't replace the item. This company is a fraud I see what they did and still are trying to do. Don't buy from this company because if you get a defective item they want it back while you wait for weeks to be refunded. Worst company I've dealt with on any site. Don't be fooled there called the phone cellars on a few sites. Buyers beware of no customer feedback from the company and bad communication thru eBay. 	0
SHIPPED  ON TIME AS PROMISED.   ALL PARTS WERE INCLUDED.  I WOULD CERTAINLLY DO BUSINESS WITH THEM AGAIN	1
"Ship late, dose not reply to question why was it late. When it should have bee deliver 10/30. Now have to wait till November. "	0
"She had been using an iPhone 4s for several years and it was time for a change.  The form factor is exactly what is needed these days - arrived on time - the ""ecosystem"" for the android is quite rebust and the ability to modify settings is great.  Finally, the S5 is water resistant and its battery is accesable and can be switched out.  All good!"	1
She enjoys very much.	1
"she  got me on a scam,sent me a junk phone that the ringer barely worked,the ear speaker didn&apos;t work, the phone cut out all the time, and the charger was incapatible.     Then send the phone back for a refund and she would not refund the money after acknowledging the refund!!"	0
Service horrible 	0
"Seriously. It's a really good phone, for a really good price.  "	1
"SERIOUS SELLER VERY FAST SHIPPING AND CONTROL AS STATED IN EBAY, I recommend it is a serious person for giving us GRATEFUL TO EBAY TRUST IN EACH OF OUR TRANSACTIONS"	1
"SERIOUS SELLER VERY FAST SHIPPING AND CONTROL AS STATED IN EBAY, I recommend it is a serious person for giving us GRATEFUL TO EBAY TRUST IN EACH OF OUR TRANSACTIONS"	1
"SERIOUS SELLER VERY FAST SHIPPING AND CONTROL AS STATED IN EBAY, I recommend it is a serious person for giving us GRATEFUL TO EBAY TRUST IN EACH OF OUR TRANSACTIONS"	1
"SERIOUS SELLER VERY FAST SHIPPING AND CONTROL AS STATED IN EBAY, I recommend it is a serious person for giving us GRATEFUL TO EBAY TRUST IN EACH OF OUR TRANSACTIONS"	1
"SERIOUS SELLER VERY FAST SHIPPING AND CONTROL AS STATED IN EBAY, I recommend it is a serious person for giving us GRATEFUL TO EBAY TRUST IN EACH OF OUR TRANSACTIONS"	1
"Sent wrong product, that was from Wal-Mart. And locked.  Probably stolen. Seller has not responded. "	0
"sent the product back, was sent the wrong one, nothing else to review on this product, ...................................................................................................................................................................................................................................................................................................................................................................................................."	0
Sent phone back to Tracphone per their instructions. Never recieved a refund.	0
Sent package (cod) cash on delivery. Item was unusable when Delivered due to seller. Refused to return Payment until i had no other choice to open an ebay case against seller. Worst ebay experience ever. I felt like i was being robbed. 	0
sent me a phone with no Sim card don't buy from them	0
Sent me a bricked phone	0
"sending is correct, but at the time of testing the product is slow in performance, I do not like ..."	0
Send me iPhone blacklisted I couldnt use	0
Send apple charger cable for s9 plus 	0
Send a item bad an Said me for I try repair then not accept pai for it  	0
Sells broken phones 	0
Sellers should always advice International buyers of the implications of selling a locked phone.This is important especially if the seller is not ready assisting the buyer to unlock Tru the carrier	0
sellers responses to my concerns were met with disrespect and posturing. My concerns regarding the use of this device were legitimate	0
Sellers phones are badly scratched	0
sellers item was just as expected i will order from this seller again	1
"Seller writes not to &quot;pester&quot; with queries right away but to wait a few days, so I didn&apos;t. I received my item on time. Don&apos;t get turned off, I didn&apos;t see the &quot;shipped&quot; icon after 5 days so I got concerned. I figured if it didn&apos;t arrive yet thats ok but not to even ship it?! I wrote a message to the seller requesting an explanation. At the last second I decided not to send the message, but to wait another day. When I got home my wife mentioned that &quot;yesterday&quot; a package came in the mail. I looked at the website and it still didn&apos;t have the &quot;shipped&quot; icon. They forgot to post the icon as &quot;sent&quot;, but I got it fast. Also, I looked at the postage and it cost them about $6.00. which means they didn&apos;t make anything extra on the handling. I feel that I could really trust this seller."	1
Seller wont respond the phone DOES NOT work on T-Mobile 	0
Seller went beyound what any othere seller would do to get the iteam delivered to me.ordered iteam on december 20 estimated  date was december 27 ...but recieved it december 22.i am super happy with my purchace .great seller.	1
"Seller was very fast on shipping, and the product was better than described, this was $840 through phone through Verizon and I paid less than 400 . I would definitely use this seller again."	1
Seller was very communicative and honest. Great item! 	1
Seller was misleading.  The phone is not unlocked and only works on Verizon. 	0
Seller was extremely responsive and easy to work with.  Phone is in good operational condition.	1
Seller was excellent helped with activation of phone walked us threw  issues and was able to activate phone been using it for a few months now with out any problems would definitely recommend this seller	1
"Seller was absolutely right about description of the item & it is a great phone. She kept me up to date on the shipping details & made sure everything was right with the purchase. Definitely buy more items from the seller, very helpful & honest."	1
Seller was a scam artist and I never received the phone he took my money an ran. 	0
"Seller was a con. No artist, just a grifter w/o the skills to pull a confidence trick.  Knew the gig was up when PayPal wouldn't release payment and 'seller' wouldn't send notification of shipment.  Be careful. Ebay is usually A level in safe purchases, but crumbs like this do exist. Did get caught with a case for the phone (purchased it about same time as phone) so I did not escape w/o some nominal 'damage' - but that was my slip up."	0
seller wants me to go get it repaired will not give me a replacement	0
seller turned did not send the item be cause he &quot;wrongfully&quot; listed it.I have no experience with the phone because it was never sent to me.I have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to meI have no experience with the phone because it was never sent to me	0
"seller tranfone canceled order with no reason,  unfair that seller can do all all kinds of stuff and buyers get penalized for many  reasons..."	0
Seller totally works with buyer to make everything to buyers benfit.  Highly recommend to purchase cell phones from. Will purchase again from seller and added to my seller list for furure purchases.	1
"Seller told me it is Sprint iPhone6 model A1586. However it's model is A1549, not Sprint, maybe att or tmobile. Can not satisfied with it."	0
"SELLER STATED THAT IS WAS A SPRINT AND SENT ME A TELUS I860, THE ONLY PROBLEM WAS THAT THIS WAS NOT AS DESCRIBED, A SPRINT IS A SPRINT AND A TELUS IS WAT IT IS. THE PHONE WAS VERY WELL LABELED. NO WAY HE COULD HAVE MISSED THIS. AS FAR AS I KNOW HE DID THIS INTENTIONALLY, AD TO CHEAT. WATCH YOUR BACK WHEN YOU BUY PRODUCTS FROM THIS PERSON.."	0
Seller stated phone didnt have scratches or anything and it was flawless... phone came with scratches all over the screen! Beware of this seller!	0
Seller sold me a sm-g930p but on the ad clearly shows in the description as a sm-g930f model. But i when received the broken item i only found out when i opened the item that it was a sm-g930p model.  Now the seller is making the excuse that i had opened the broken item that. Now i cant return it when he knew he sent me the wrong model. Bad business in turn i messed up my phone. Please do not trust this seller he will post item that are not what he has in the description. And will make you out to be the bad guy i lost my phone and 50plus dollars to this low life scammer.	0
"Seller sold me a defective phone! Overheated when used or charged, made buzzing sounds, screen will black out. I decided to return immediately, didn't even use it past the first day or connect it, and once the seller received the phone back they tried to say that the phone was defective because of the packaging I sent it in even tho there were no external damages! Awful sneaky seller! Do not trust this person!"	0
"Seller sold me a broken phone, knowing it was broken. I returned the phone at my cost and was not reimbursed the shipping fees.   I will never buy from this seller and does not recommend that anyone does.  "	0
Seller sold me 2 phones stated there TECHS looked over phone and they were in great working condition.. #1 phone had a bad battery and bad charging board. #2 phone also had a bad battery and a wonky charging board. Seller straight out lied when selling phones. Beware of these phones parts are cheap and what I paid for both phones both should have been repaired BY THERE TECHS wink wink before I purchased them. Parts are cheap cost me $100 to repair both phones and now they are great phones. Beware of the seller I purchased from.	0
"Seller sold fake phone. When contacted, he said to return it and I had to pay shipping. The seller then say did not receive the return so he didn't refund me the amount. Overall bad service."	0
"Seller shipped the wrong item. I received and S III mini instead of a S III. Seller promised me a partial refund, but continues to come up with excuses to not refund it"	0
Seller shipped seconds after purchase and item got to me fastest that any other on ebay - i will buy ad=gain from seller of course	1
"Seller sent the phone to a random person instead of me because seller received an I won email, but please send it here instead.  So dumb. "	0
seller sent phoen with the key pad locked and no code to unlock it. The auction does not state anything about the key pad being locked.	0
"seller sent me the wrong phone  (the leather back version) and i instantly cracked the screen after dropping it. phone is terrible, so is seller."	0
Seller sent me a used phone with a password set. Phone was useless. Seller on vacation.  I have no fix.	0
Seller sent me a phone with a corrupt O/S so it would restart every 20 seconds to 1 minute. Useless. Its literlaly just a paperweight.	0
"Seller sent me a locked and unusable phone and refuses to pay for return shipping. The phone was not listed as locked in the item listing. It was listed as New which implies that it is unlocked. I had to contact eBay in order for the seller to 'offer' a RMA.  Never buy anything from the seller, marcoz2622. He is a scammer. "	0
seller sent item as described and was very prompt-item is in like new condition-would not hesitate to do future business with seller-this is the type of seller that every buyer needs to do their business with-DEDRICK J. WINDOM-dwind7787@yahoo.com	1
Seller sent a product in better than expected shape. Seller was INCREDIBLY accommodating after I realized I could not access the 4g lte network. Granted me a return. FANTASTIC customer service. Buy with confidence. 	1
"Seller sends a messed up phone that has a missing sim tray, water damage, and its all used up. Not trustworthy"	0
seller seller send me a old junk he never send iphone 	0
"Seller said this cell phone is unlocked, for any GSM Carrier , not work another Carrier just verizon, please reduce price ,thank you"	0
seller ripped me a cell phone walked me 2 days and then gave it to me low and lifted the antenna signal	0
seller ripped me a cell phone walked me 2 days and then gave it to me low and lifted the antenna signal	0
SELLER REFUSES TO HONOR 30 DAY MONEY BACK GUARANTEE.  PHONES ARE NOT COMPATIBLE WITH HAND FREE BLUETOOTH IN HONDA CIVIC 2012.  SELLER STATES BLUE TOOTH  IS FUNCTIONAL IN OTHER VEHICLES BUT NOT MINE.  RECEIVED BOTH PHONES I PURCHASED A WEEK AGO AND NO REFUND.  STATES PHONES WERE TESTED AND FUNCTIONAL.  THEY DO NOT FUNCTION IN MY CAR.  TALKED TO SELLER TWICE.  FIRST TIME SAID TO SEND THEM BACK FOR A FULL REFUND (AS GUARANTEE STATES WITHIN 30 DAYS)  SECOND TIME..A WEEK LATER..STILL NO REFUND..SELLER SAYS I AM NOT ENTITLED TO THE REFUND.  DISPUTE OPENED WITH RESOLUTION CENTER.  SELLAR DOES NOT STAND BEHIND THE GUARANTEE NOTED IN THE DESCRIPTION.  BEWARE..SELLER DISHONEST	0
"Seller promised to give me 1/2 of the price back on watch as it did not work, which I haven't seen yet.    We couldn't get it to turn on no matter what we did!!!  Sorry I can't give a good review on this watch."	0
Seller Not send this Product which i win on bidding.  Ebay send my Money back.I was Happy to use Ebay but not Happy with This Seller	0
seller never sent it	0
Seller needed to put more specifics about all the problems I'd encounter with this phone. Very unhappy 	0
"seller makes photo of another product and not that this selling to mislead the buyer, the specifications of the product never says it asta the last row"	0
"Seller listed the item are new. It was definitely not new, refurbished at least. Came it an open bow that said att on it, Everything was unsealed. Screen looked like it had been replaced and you could see glue on one side. Touchscreen seemed like it was missing my touches. Phone Info app said the phone was originally white, but I bought it as black. The phone itself is nice big phone, stylus is a great feature, size a bit too much for me. Haven't had chance to test how everything works because I felt cheated and returned the phone.  Specs-wise the phone promises to me a workhorse with tons of features, a little outdated but still awesome product. "	0
"SELLER LISTED PHONE AS REFURBISHED.  WHEN RECEIVED I COULD NOT GET IT TO READ MY SIM CARD. SELLER RETURNED $20.00. JUST FOR MY SATISFACTION I SENT IT TO A REPAIR FACILITY, THEY DIAGNOST IT AS BOARD LEVEL PROBLEM SO IT COULD NOT HAVE BEEN REFURBISHED."	0
"Seller listed item as ""everything works"" bad imei which is Icloud ""Track my phone"". Seller not original owner can not unlock icloud. Only use is paper weight!"	0
Seller lies and says that the phone is fully functional but it is not. Stay away from this seller no matter what. I wanted to return it after I explained my issue but I was not allowed. IMEI is also unknown which was not described in the listing so I can't use the main board. Worst experience ever on eBay so far. Not an honest seller. He only says enough to make you want to buy the device but he's not upfront on the real issues the phone has. Dishonest seller!!!!	0
Seller lied. It is not brand new and unlock phone. And when I email him. He never give back to me!! Very bad attitude. and Worse product!  Don&apos;t buy anything from him!	0
"Seller lied  Said only screen was changed  Phone has no camera,no screws,cracked screen,screen ribbon ripped off and missing,battery not good,mother board not good"	0
Seller knowingly sold damaged item to me and refused to exchange it or issued me refund. Be Careful with this seller and don't be fooled by the cheap price he's offering. 	0
SELLER KEPT PROMISING TO SEND ME A CHARGER AND NEVER DID KEPT GOING BACK AND FORTH WITH FREE CHARGER THEN WANTED TO CHARGE ME AND THEN SAID FREE TOO MUCH TO DEAL WITH SO I FILED A DISPUTE WON IN MY FAVOR ALSO WITH RETURN POSTAGE.	0
Seller is not responsive.    Seller is not cooperating    I tried to bring a middle solution to the seller but he is exaggerating the case and doesn&apos;t want to bring a solution to it.	0
Seller is not recognizing by eBay lots of problem with shipping finally product came but wrong item was send not a I phone but send me a short to wear for $550.00 and eBay after lots of calls I got my credit but do not buy anything from this seller	0
"Seller is not answering the messages. Also the phone is broken, bad, I been asking to get my money back. No answer from him.    "	0
SELLER IS FRAUD.......selling damaged/garbage items....and rude on top of that....i bought it thinking it will be decent...for my kid	0
seller is a layer	0
"Seller is a Ebay Scam Artist and Ebay is the enabler.  Sets up auctions, claims that it may take months to ship item and Ebays give the crook a 2 month head start with the cash before they go after them.  Do not buy from this seller.  Scam"	0
Seller has horrible customer service stay away clearly is money hungry 	0
Seller has excellent communication and feedback on product.   Got the phone for my grandma and she loves it and easy to use.	1
Seller Han cancelled without any reason .	0
Seller had good product and very good prices and answered all question that I ask. I was also pleased in the quanity of the product i was looking for that they had in stock and the varity to chose from. I am also pleased whith the response time.	1
Seller had a case on the iPhone in his photos to cover up all the scratches and bent metal that you just couldnt see.  Deception.  Anything for money....He/She is a con artist.....Run...	0
seller great ship fast only thing was broken screen and didn't work  other than that got refund and seller earned my respect would buy from seller again	0
Seller dont respond to my messenges!!! Not as described  Need to spend 60$ to unlock it and use it   Model: iPhone 7 Plus 32GB silver IMEI Number: 355356085298203 Serial Number: FYMTX1XRHG05 Find My iPhone: OFF Locked Carrier: US T-Mobile Locked Activation Policy Country: Us - United States Simlock: Locked 	0
"Seller doesn't go lower then $1.00 on (MAKE OFFER) not worth Negotiating ,don't WASTE your time..."	0
"Seller does not respond, is false"	0
Seller did not send...  Very fishy seller.	0
Seller did not report broken screen	0
Seller did not disclose that the item had discoloration in the LCD display. Claimed that only the glass was broken and there was a small speaker issue. Misleading photos were taken in light that didn't show the red damage on the screen. Would not recommend doing business with this person.	0
Seller did a GREAT job with concerns I had with purchase. Excellent service would buy again from seller.	1
Seller deserves a A plus product was emacylant! 	1
Seller completely ignorant wouldn't care about the customers needs. Would not buy again and I'm waiting for my money back	0
"Seller communicated well and even if the transaction did not go as plaenned, I am happy with the outcome. I still recomend this seller, giving the seller an A+++++++++++++++++++++++++++.  :)    Manuel."	1
"Seller claimed phone was unlocked -it was not. Then argued with me about it even after I returned the item and she received it. Supposedly sent my refund, but cancelled it. So I never received my refund. DO NOT BUY FROM THIS SELLER. Too much drama! "	0
"Seller changes conditions of sale. Not a reliable source. Bid won, conditions were met and seller canceled sale and immediately relisted item."	0
Seller cancelled order on me. Then refunds money and tells me that they don't use this Paypal anymore. ???? I'm instructed to Send to different Paypal and don't put anything in notes! NO THANKS! 	0
"Seller cancelled my order over not having, Positive Feedback. Declined to sell it to me. This was literally my first time using the app and overall a bad experience. "	0
"Seller ArtBlue2007 accepted my return, however after stating in an e-mail that I would be charged $16+$6.80 shipping, I was actually charged $23+$6.80 return shipping."	0
Seller are horrible. I dont recommendation all. 	0
"seller  rated product good,product was poor.I junked it in the trash"	0
"seller  jumps the gun as saying product is functional without testing. this is the second product from this seller ,they're still sitting here as I have no use for them"	0
sehr genaue Beschreibung guter Zustand einfach Top geschäfte mit Ihnnen zu machen                                                                                                                                                                                                                                      .	1
"Segun la descripcion del telefono decia uso moderado,pero el telefono que me envio estaba con mucho uso rayones abolladuras en las esquinas malo no carga "	0
Seems to not stayed charged for a longe time...maybe it's me...but I do not use it a lot.	1
Seems nobody wanna help me to get my money back . Im so mad for this service in ebay. Well im still waiting 	0
"Seems like a good unit,wife should get a lot of use out of it"	1
Seems like a good phone but never used the one i have. There is no 4g with sprint near me so i have no use for it/	1
"Seems good quality and well equipped with a small footprint.  A little bit different than Samsung, does not operate quite as close to an iphone.    Took a little learning, but working well now."	1
"See the pictures for the phone that was described as excellent condition.  Chips in the body around all edges, scratches on the screen, scratches on the camera, colour distortion on the chrome embellishments.  Shameful and disgusting  There is also a description that the package includes a headset, yet none arrived.  Disingenuous"	0
"Secure, fast, and good battery life. "	1
Search youtube for clone Note 9 - You may be getting RIPPED OFF! 	0
Se los recomiendo 	1
Se it to DR as. gift my uncle said it died withing minutes oF use. No wonder why so cheap. I throw it away. Smh they should not sell poor quality items	0
"SCREEN WENT BLACK AFTER 2 WEEKS,  BATTERY SEEMED TO DRAIN TOO FAST, "	0
Screen wasnt working properly. It didnt respond to touch and I had to replace it a few days after receiving... some frame damage that was noted in the ad. Battery life seems good so far.	0
"Screen was cracked, didn't say anything about it being cracked or was shown to be cracked but was spiderwebbed over entire screen, sent message to seller and never heard from them. "	0
Screen was cracked not scratched	0
"Screen scratch up and very slow battery dies fast I'm not happy at,all"	0
Screen malfunction	0
"Screen is too fragile. I dropped my phone in my truck, it hit the plastic floor mat and shattered. This was the 2nd phone and the 1st did the same thing."	0
screen is 70% gray color 30 wait battery after whole night charging work only around 40 min loudspeaker and mic. not work well camera deformed when you talk in live chat 	0
Screen has defect where there is a light showing at the above left hand corner. The battery life of the iPhone is at 51% which means it only will charge for half the time. It will not be fully charged. This iPhone is defective and not in proper working condition or described so therefore the value of the auction should of been for as-Is or for parts. I will have to get the battery replaced before I can properly use the iPhone. The screen was not replaced properly as described in description of the sale. I do not recommend business with the seller. If he gives me a bad review as a buyer it is because he does not agree with my review. He was paid in full.	0
"Screen has a small crack and I've never even dropped it.   Battery last about 4 hours, and freezes up constantly. "	0
Screen had a white spot that wouldnt go away no matter what we tried including what the seller suggested. It was like a white burn mark. ...Still waiting for my refund.	0
Screen goes blank constantly. Can't use it at all. Waste of money. 	0
"Screen freezes up all the time. Touch reacts when your finger is an inch away , typing is a nightmare. No way to adjust touch found even following googled site instructions."	0
"Screen doesnt work, of coarse I should of read better, but it doesnt work, it shud of went in the trash not on ebay"	0
Scratched like no other back was so warm and dented	0
"Scratched everywhere  i dont have a charger yet so cant tell if the cell works at all since the battery is dead or don work at all not satisfied and the head phone jack cover fell off as soon as i touched it , im just waiting for the charger and a extra battery a order and  i see what ill do next i guess, just received it the (OK)key doesnt work battery is weak and to top off the direct talk feature is not available something a seller should mention unless the purpose of the phone is for collection only which in my case s not .. i do not reccommend this phone of youre looking to use it for direct talk not direct connect, dirct talk is a off network connection which allows individual to use certain nextel models as 2 way radios with range according to nextel of 6 miles but for me it worked for a range of 2 miles"	0
Schnelle Lieferung	1
SCAM!!!!!!!!!!!!!!!!!!!	0
scam seller.  sends wrong items and defective	0
"Scam never received my item,  no resolution at all horrible customer service.  Seller doesn't work with u.  Never got my item.  "	0
Scam - lost $560	0
sbesides the payment could never be claimed afe for the customer or were not garanty by ebay                                                         not be	0
Says some signs of use. But the one I received showed heavy signs. Deep noticeable scratches on screen and around back camera	0
Says new but seems used freezes at anytime and won't allow me to send or receive pictures over 0 stars I didn't save the packaging so that's why I didn't send it back 	0
"say goodluck with your money with this clone,.. i bought a clone note 9 when i went in the philippines and its more cheaper only cost me $200 something and yup you will get almost the same looks, but the performance?? lol everything is not in here camera specially and get ready for a very slow internet connection"	0
"Saw some dings on photos and this phone is immaculate. Seller also had great communication, would happily purchase from them again.  "	1
"Saves a lot of money getting a new one. Phone looks new, works absolutely well, and timely delivery. A good deal"	1
Save your money. The battery life is terrible. It is not a user friendly phone. I have downloaded some games but trying to play them is another story by itself. I wish I had my old flip phone back. I will definitely look for something else. Worst phone I have ever owned. Battery life is horrible. I purchased a new linger life battery and can't get more then 1/2 a day before I have to charge again. My old flip phone I charged about once a week. So much junk on here I don't need or want. Forget all the bells and whistles and just make a good phone instead.	0
"Save your money,these phones have more defects than they describe ,for $139 I could have bought something else brand new."	0
Save your money 	0
"satisfaction guarantee,this phone is great ,it 's very clean."	1
"Samsung would not repair, I bought garbage."	0
"Samsung rushed this to market to cover up their S7 Note fiasco.  This product is not even now ready.  With each new release they screw something else up.  This product is now, by a far margin, the absolute worst product i have ever had the misfortune to own. I bought this because my S5 died.  It was a good phone.  Buy something else, but not this!!"	0
Samsung note 5 amazing worth every penny	1
Samsung is more better than Apple iphones 	1
"Samsung is good, THE SELLER WAS A NIGHTMARE"	0
"Samsung Galaxy S5 At&t 900A branded / gsm unlocked for all domestic and international networks.  I bought it new after 35 days screen goes off you can't see any think, Also too much noise while you talking it suppose to be new otherwise i don't have to try to fix it after 34 days. I think parts are not original."	0
"Samsung checked it seems to be a counterfeit clone, not OEM Samsung.  Battery physically just falls out of housing not a Samsung phone also has a very old version build 4.1.1 and doesn't allow for an update or updates option should be 6.1 or higher.  Basically this item is crap not new, found it was gone through or built in 2018.  Samsung stopped building the note 4 years ago started in 2014 to 2016 built until 2015. Then the note 5 replaced. The clone has many issues poor battery, very sluggish, not possible to get Samsung system upgrades.  Very slow charging and bootloop issues and very poor battery life. Battery may be fake also.  Returning the one I got, very disappointed, too good to be true, plays true here.  Waist of time and effort,  white galaxy note 4 around $229. Advertising is fraudulent. Oh these freeze to black screen and can't recover your data or close your accounts. "	0
"Samsung and att both confirm ""new"" phone has had a previous user and account. That account is unpaid and phone is locked. Not able to activate until balance paid. Only response from phonestoresusa is....""All phones are bought from Samsung new, there must be a mistake. You can return if you like."" Misleading ads for new phones, but providing very pretty and well disguised remanufactured/used phones."	0
Samsung 6 came new in box. Wouldn't charge on a cord. Had to buy a charging pad to get it to work. When fully charged it discharged quickly.	0
same as photo Excellent  	1
"Saludos. Compre el articulo por que lo vi en perfectas condiciones en cuanto a su estado y su precio pero, lo que no me ha gustado es que aun no he recibido respuesta del envío del producto. así que por favor necesito que me envíen el celular o me devuelvan mi dinero o estaré muy disgustado por este tipo de situación. bajo las condiciones en que me encuentro no lo recomendatoria a un amigo."	0
Salió dañado y el vendedor no quiso ser responsable con la compra	0
"sale says it's new, but its not. its refurbished. "	0
"Said it was Verizon but it was Trac Fone. Could not use. Was able to give it to someone who could use it, but be careful when buying. FWIW, if a SIM card from another carrier is put in a phone, that carrier will appear in the phone settings. Buyer beware. "	0
"Said it was new and it does not even have accessories,  very disappointed"	0
"Said in description that it was compatible with Verizon, but when I tried to activate it with Verizon they said it was not compatible. Need to return it."	0
Sadly all of the sensors are not working. Wipe Cache and reset doesn't help.	0
s that original iphone. Evething is wotking.  hope there is no any problem . Can you tell me all 	0
"RUN, DO NOT WALK AWAY FROM THIS PHONE! Absolutely THE WORST cellphone I have ever owned. Period. Not that my phone was broken - it is just terribly designed. Do not just ignore this review as an isolated bad experience! There are nearly infinite alternatives to this horrible phone - do your self a favor and use anything else.  - Awkward keyboard.   - Ugly, clunky software.   - Laughably short battery life.   - THE TOUCHSCREEN! The touchscreen on this &quot;phone&quot; (not to insult phones or anything) is CONTINUALLY activated while inside your pocket, as are the volume and other buttons! It butt-dials people multiple times a day, adds new contacts, DELETES EXISTING CONTACTS, sends gibberish texts to random people, and who knows what else... I missed 8 CALLS IN A ROW TODAY because the phone had turned itself to silent while in my pocket.  - My rage at this phone knows no bounds."	0
"Run away! This is a horrible phone. I&apos;m having the same problems with the phone powering itself down. The fast tap makes texting so easy for me, but the phone will actually restart WHILE in in the middle of a text. It&apos;s horribly inconvenient. You can also not use customized ringtones for Text alert tones. For text alerts, you can only use the 5 hardcoded sounds. I feel like I wasted the $250 on this phone."	0
Rugged functional and easy to understand	1
Rückruf aller dieser Geräte durch Samsung. Weiterverkauf dieses Gerätes macht sich Strafbar. 	0
RIP-OFF Did not receive item. what was I thinking about the price to good to true. Please do not buy from the guy or maybe a woman.	0
Ring volume too low you can hardly hear when phone is ringing and voice breaking too. My calls are not clear when on both outgoing and incoming calls.	0
Right when I got the phone it wouldn't turn on it would only show the dead battery sign and even when I tried to charge it for over a day it would turn on	0
"Right off the bat, phone looked nice. Turned it on, the phone was fried. Kept resetting &amp; turning on &amp; off. Couldn&apos;t use it at all. I would turn it on &amp; after about 30 seconds it shut off &amp; turn back on &amp; none of the keys would work. Absolute piece of crap. The phones are NOT new. The guy gets them from some 2nd rate business in bulk. Also, doesn&apos;t test them to make sure that they turn on &amp; work for at least 5 minutes. The only thing nice about the phone was that it looked really nice, but nothing about it was new. If you bought this phone, you have been lied to. Congrats if yours works...    I would not be surprised if this comment got deleted..."	0
Right now the best Cell Phone in the market is Samsung Galaxy S4 16GB there is several color to choose from but the most picked up is the White Color for that reason you will see on eBay the used White S 4 is too much on demand and you will notice the price is higher than the other ones.	1
right after I won it and was going to pay for it she sent me a message saying it broke and then 20  min later she had the same phone on ebay for sale for a higher price.	0
